panel,segment,from,to,row,col,t_enter,t_exit,elevation_m,point_contact,distance_enter_m,distance_exit_m
3,1,O01,S011,705,680,0.8644762018656045,0.876340151782651,197.20457458496094,False,2427.5411658016847,2460.856399639802
3,1,O01,S011,706,680,0.8602185643387531,0.8644762018656045,212.78103637695312,False,2415.585266560978,2427.5411658016847
3,1,O01,S011,706,681,0.8526122519485578,0.8602185643387531,205.81503295898438,False,2394.2259319635673,2415.585266560978
3,1,O01,S011,707,681,0.8407483020315113,0.8526122519485578,208.04888916015625,False,2360.9106981254504,2394.2259319635673
3,1,O01,S011,708,681,0.833804040154153,0.8407483020315113,203.00765991210938,False,2341.410471818451,2360.9106981254504
3,1,O01,S011,708,682,0.8288843521144647,0.833804040154153,195.38682556152344,False,2327.595464287333,2341.410471818451
3,1,O01,S011,709,682,0.8170204021974181,0.8288843521144647,208.4428253173828,False,2294.2802304492157,2327.595464287333
3,1,O01,S011,710,682,0.8073895159695529,0.8170204021974181,217.59384155273438,False,2267.2356770759234,2294.2802304492157
3,1,O01,S011,710,683,0.8051564522803716,0.8073895159695529,219.37213134765625,False,2260.9649966110987,2267.2356770759234
3,1,O01,S011,711,683,0.7932925023633249,0.8051564522803716,227.02102661132812,False,2227.6497627729814,2260.9649966110987
3,1,O01,S011,712,683,0.7814285524462784,0.7932925023633249,237.29266357421875,False,2194.334528934864,2227.6497627729814
3,1,O01,S011,713,683,0.7809749917849528,0.7814285524462784,245.36175537109375,False,2193.060882333396,2194.334528934864
3,1,O01,S011,713,684,0.7695646025292318,0.7809749917849528,243.34902954101562,False,2161.0192950967466,2193.060882333396
3,1,O01,S011,714,684,0.7577006526121852,0.7695646025292318,236.635009765625,False,2127.7040612586297,2161.0192950967466
3,1,O01,S011,715,684,0.7545604676003527,0.7577006526121852,221.9364013671875,False,2118.8860875908686,2127.7040612586297
3,1,O01,S011,715,685,0.7458367026951387,0.7545604676003527,213.982421875,False,2094.3888274205124,2118.8860875908686
3,1,O01,S011,716,685,0.733972752778092,0.7458367026951387,200.93930053710938,False,2061.073593582395,2094.3888274205124
3,1,O01,S011,717,685,0.7281459434157526,0.733972752778092,189.3448944091797,False,2044.7112928483411,2061.073593582395
3,1,O01,S011,717,686,0.7221088028610455,0.7281459434157526,187.08148193359375,False,2027.7583597442779,2044.7112928483411
3,1,O01,S011,718,686,0.710244852943999,0.7221088028610455,202.9794158935547,False,1994.4431259061607,2027.7583597442779
3,1,O01,S011,719,686,0.7017314192311525,0.710244852943999,217.42071533203125,False,1970.5364981058135,1994.4431259061607
3,1,O01,S011,719,687,0.6983809030269523,0.7017314192311525,217.8102264404297,False,1961.1278920680434,1970.5364981058135
3,1,O01,S011,720,687,0.6865169531099058,0.6983809030269523,223.82614135742188,False,1927.8126582299262,1961.1278920680434
3,1,O01,S011,721,687,0.6753168950465523,0.6865169531099058,225.03819274902344,False,1896.361703363286,1927.8126582299262
3,1,O01,S011,721,688,0.6746530031928591,0.6753168950465523,220.58836364746094,False,1894.4974243918089,1896.361703363286
3,1,O01,S011,722,688,0.6627890532758126,0.6746530031928591,215.2924346923828,False,1861.1821905536917,1894.4974243918089
3,1,O01,S011,723,688,0.6509251033587661,0.6627890532758126,216.35105895996094,False,1827.8669567155746,1861.1821905536917
3,1,O01,S011,724,688,0.6489023708619522,0.6509251033587661,225.6109161376953,False,1822.1869086207587,1827.8669567155746
3,1,O01,S011,724,689,0.6390611534417194,0.6489023708619522,212.33969116210938,False,1794.5517228774572,1822.1869086207587
3,1,O01,S011,725,689,0.6271972035246729,0.6390611534417194,216.2744903564453,False,1761.23648903934,1794.5517228774572
3,1,O01,S011,726,689,0.6224878466773522,0.6271972035246729,206.56809997558594,False,1748.0121138782315,1761.23648903934
3,1,O01,S011,726,690,0.6153332536076263,0.6224878466773522,201.08370971679688,False,1727.9212552012227,1748.0121138782315
