方案,阶段,种子,轮次,目标,状态,候选数,当前值（整数单位）,求解器界限（整数单位）,本层条件最优,整个前缀已证最优,用时s
架次优先,局部组批重排,1,14,能耗,可行，未证最优,265,66838669295,66257823524.0,否,否,6.1018246000000005
架次优先,局部组批重排,2,15,架次,当前模型已证最优,136,20,20.0,是,是,0.8786285
架次优先,局部组批重排,2,15,加权逾期,当前模型已证最优,136,60547406,60547406.0,是,是,0.1657747
架次优先,局部组批重排,2,15,最后返航,当前模型已证最优,136,9265722,9265722.0,是,是,0.17668520000000001
架次优先,局部组批重排,2,15,能耗,当前模型已证最优,136,65103125314,65103125314.0,是,是,0.1567837
架次优先,局部组批重排,0,16,架次,当前模型已证最优,372,19,19.0,是,是,3.7738052000000004
架次优先,局部组批重排,0,16,加权逾期,可行，未证最优,372,60547406,21396516.0,否,否,5.3637465
架次优先,局部组批重排,0,16,最后返航,可行，未证最优,372,10020710,9326939.0,否,否,5.3394297
架次优先,局部组批重排,0,16,能耗,可行，未证最优,372,65525211747,65255127383.0,否,否,5.263709
架次优先,局部组批重排,1,17,架次,可行，未证最优,433,21,18.0,否,否,4.9782687
架次优先,局部组批重排,1,17,加权逾期,可行，未证最优,433,60547418,0.0,否,否,4.956297500000001
架次优先,局部组批重排,1,17,最后返航,可行，未证最优,433,10020710,7829872.0,否,否,4.9190953
架次优先,局部组批重排,1,17,能耗,可行，未证最优,433,68994889905,64023769930.0,否,否,4.8582298
架次优先,局部组批重排,2,18,架次,可行，未证最优,575,23,18.0,否,否,4.9718214000000005
架次优先,局部组批重排,2,18,加权逾期,可行，未证最优,575,46027454,0.0,否,否,4.935402300000001
架次优先,局部组批重排,2,18,最后返航,可行，未证最优,575,10020710,7577511.0,否,否,4.8914
架次优先,局部组批重排,2,18,能耗,可行，未证最优,575,72012993385,65792811784.0,否,否,4.783443200000001
架次优先,局部组批重排,0,19,架次,当前模型已证最优,160,20,20.0,是,是,2.3687848000000002
架次优先,局部组批重排,0,19,加权逾期,可行，未证最优,160,43315712,0.0,否,否,5.8608285
架次优先,局部组批重排,0,19,最后返航,可行，未证最优,160,10017339,9861717.0,否,否,5.8489063
架次优先,局部组批重排,0,19,能耗,当前模型已证最优,160,65038249449,65038249449.0,是,否,0.2311825
架次优先,局部组批重排,1,20,架次,当前模型已证最优,315,19,19.0,是,是,3.5406613
架次优先,局部组批重排,1,20,加权逾期,可行，未证最优,315,85613990,0.0,否,否,5.4506913
架次优先,局部组批重排,1,20,最后返航,可行，未证最优,315,10020710,9326939.0,否,否,5.4343534
架次优先,局部组批重排,1,20,能耗,当前模型已证最优,315,65255127383,65255127383.0,是,否,1.5998776000000001
架次优先,局部组批重排,2,21,架次,可行，未证最优,222,20,18.0,否,否,4.9993176
架次优先,局部组批重排,2,21,加权逾期,可行，未证最优,222,59095406,0.0,否,否,4.9779504
架次优先,局部组批重排,2,21,最后返航,可行，未证最优,222,9897203,9136439.0,否,否,4.9680361
架次优先,局部组批重排,2,21,能耗,可行，未证最优,222,67965782866,65578424623.0,否,否,4.9403854
架次优先,局部组批重排,0,22,架次,当前模型已证最优,193,19,19.0,是,是,3.2773409
架次优先,局部组批重排,0,22,加权逾期,可行，未证最优,193,60547406,59399710.0,否,否,5.5512407
架次优先,局部组批重排,0,22,最后返航,可行，未证最优,193,10674212,8878093.0,否,否,5.5395556
架次优先,局部组批重排,0,22,能耗,当前模型已证最优,193,66441512476,66441512476.0,是,否,0.324541
架次优先,局部组批重排,1,23,架次,限时未取得新解,250,,18.0,否,否,4.9858304
架次优先,局部组批重排,2,24,架次,可行，未证最优,559,23,18.0,否,否,4.976459200000001
架次优先,局部组批重排,2,24,加权逾期,当前模型已证最优,559,0,0.0,是,否,1.1211408
架次优先,局部组批重排,2,24,最后返航,可行，未证最优,559,10020710,7585898.0,否,否,6.795960300000001
架次优先,局部组批重排,2,24,能耗,可行，未证最优,559,70960168494,65795162470.0,否,否,6.7117139
架次优先,局部组批重排,0,25,架次,当前模型已证最优,224,19,19.0,是,是,2.2897348
架次优先,局部组批重排,0,25,加权逾期,可行，未证最优,224,85250700,60547406.0,否,否,5.874836500000001
架次优先,局部组批重排,0,25,最后返航,当前模型已证最优,224,9906710,9906710.0,是,否,0.7024524000000001
架次优先,局部组批重排,0,25,能耗,当前模型已证最优,224,65255127383,65255127383.0,是,否,0.623662
架次优先,局部组批重排,1,26,架次,当前模型已证最优,246,19,19.0,是,是,4.1542465
架次优先,局部组批重排,1,26,加权逾期,可行，未证最优,246,78841676,0.0,否,否,5.257191000000001
架次优先,局部组批重排,1,26,最后返航,可行，未证最优,246,11241244,9326939.0,否,否,5.2408087000000005
架次优先,局部组批重排,1,26,能耗,可行，未证最优,246,68118885725,65299419345.0,否,否,5.2094781
架次优先,局部组批重排,2,27,架次,当前模型已证最优,267,19,19.0,是,是,3.4274269000000004
架次优先,局部组批重排,2,27,加权逾期,可行，未证最优,267,101128060,0.0,否,否,5.4961697
架次优先,局部组批重排,2,27,最后返航,可行，未证最优,267,9906710,9326939.0,否,否,5.4792122
架次优先,局部组批重排,2,27,能耗,当前模型已证最优,267,65255127383,65255127383.0,是,否,1.3685757
架次优先,局部组批重排,0,28,架次,当前模型已证最优,253,19,19.0,是,是,3.9200258000000003
架次优先,局部组批重排,0,28,加权逾期,可行，未证最优,253,60547406,0.0,否,否,5.3324283
架次优先,局部组批重排,0,28,最后返航,可行，未证最优,253,11241244,9326939.0,否,否,5.3207918
架次优先,局部组批重排,0,28,能耗,可行，未证最优,253,66314818021,65299419345.0,否,否,5.2806557000000005
架次优先,局部组批重排,1,29,架次,当前模型已证最优,66,19,19.0,是,是,0.18337140000000002
架次优先,局部组批重排,1,29,加权逾期,可行，未证最优,66,85185686,28507308.0,否,否,3.9533324000000003
架次优先,局部组批重排,1,29,最后返航,可行，未证最优,66,9906710,9130186.0,否,否,3.9497256000000003
架次优先,局部组批重排,1,29,能耗,当前模型已证最优,66,65720168615,65720168615.0,是,否,1.6421758000000002
架次优先,局部组批重排,2,30,架次,限时未取得新解,345,,18.0,否,否,0.5102201000000001
架次优先,局部组批重排,0,31,架次,限时未取得新解,371,,0.0,否,否,0.3222573
架次优先,局部组批重排,1,32,架次,限时未取得新解,226,,0.0,否,否,0.19065310000000002
架次优先,局部组批重排,2,33,架次,限时未取得新解,731,,0.0,否,否,0.0680443
及时性优先,主方案收尾,0,,加权逾期,已达零逾期下界,1500,0,0,是,是,0.0
及时性优先,主方案收尾,0,,最后返航,可行，未证最优,1500,7715162,6042705.0,否,否,39.8543515
及时性优先,主方案收尾,0,,能耗,可行，未证最优,1500,85864101380,65401371373.0,否,否,39.7336539
及时性优先,主方案收尾,0,,架次,可行，未证最优,1500,31,25.0,否,否,39.501807
完工时间优先,主方案收尾,0,,最后返航,可行，未证最优,1500,7528576,6044933.0,否,否,29.904698200000002
完工时间优先,主方案收尾,0,,加权逾期,可行，未证最优,1500,783576,0.0,否,否,29.812673800000002
完工时间优先,主方案收尾,0,,能耗,可行，未证最优,1500,83189040162,66112280915.0,否,否,29.6868544
完工时间优先,主方案收尾,0,,架次,可行，未证最优,1500,30,24.0,否,否,29.405377100000003
能耗优先,主方案收尾,0,,能耗,当前模型已证最优,1500,62634022492,62634022492.0,是,是,28.5589854
能耗优先,主方案收尾,0,,加权逾期,可行，未证最优,1500,429204104,0.0,否,否,30.256692
能耗优先,主方案收尾,0,,最后返航,可行，未证最优,1500,11453859,8085762.0,否,否,30.110203600000002
能耗优先,主方案收尾,0,,架次,可行，未证最优,1500,19,16.0,否,否,29.866453600000003
架次优先,主方案收尾,0,,架次,可行，未证最优,1500,19,15.0,否,否,29.8812719
架次优先,主方案收尾,0,,加权逾期,可行，未证最优,1500,60547406,0.0,否,否,29.812340600000002
架次优先,主方案收尾,0,,最后返航,可行，未证最优,1500,9906710,7934779.0,否,否,29.681201
架次优先,主方案收尾,0,,能耗,可行，未证最优,1500,65525211747,62558968850.0,否,否,29.406499200000003
